HomeTeam,AwayTeam,HTR,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,FTR,FTR,主场胜利=0 客场胜利=1 平局=2
Man City,Wolves,0,1,0,13,10,7,1,10,10,5,7,1,2,0,0,1.2,8,15,1.19,7.32,14.08,0,0,
Arsenal,Man United,2,1,1,25,6,5,4,8,9,12,4,1,2,0,0,1.88,3.92,4.2,1.85,3.76,4.05,0,0,
Fulham,Tottenham,1,0,1,10,10,5,3,10,10,3,8,1,3,0,0,3.33,3.88,2.15,3.24,3.64,2.13,1,1,
Chelsea,Fulham,2,0,0,12,10,3,4,16,12,6,2,1,4,0,0,1.67,4.11,5.79,1.63,3.93,5.42,2,2,
Everton,Arsenal,2,0,0,12,15,4,3,13,8,7,5,4,1,0,0,8.93,4.84,1.41,8.2,4.65,1.4,0,0,
Aston Villa,Leicester,1,2,3,19,9,4,5,10,10,11,3,0,2,0,0,2.02,3.63,3.95,1.98,3.56,3.79,1,1,
Brentford,Southampton,0,2,0,14,14,4,6,10,9,4,4,1,2,0,0,1.92,3.68,4.36,1.88,3.58,4.18,0,0,
Brighton,Bournemouth,2,0,0,20,12,6,2,14,7,7,3,3,1,0,0,1.35,5.42,10,1.34,5.12,9.23,0,0,
Man United,Crystal Palace,0,1,0,14,10,5,3,9,9,5,5,1,2,1,0,1.41,4.91,8.97,1.4,4.69,8.2,0,0,
Wolves,Liverpool,0,2,0,12,22,6,4,9,7,2,7,1,1,0,0,4.14,3.93,1.9,4,3.76,1.87,0,0,
Newcastle,West Ham,2,1,1,8,10,2,1,11,13,4,2,2,1,0,0,1.63,3.97,6.3,1.61,3.82,5.93,2,2,
Nott'm Forest,Leeds,0,1,0,6,10,2,4,15,14,0,2,4,2,0,0,2.69,3.46,2.76,2.61,3.35,2.7,0,0,
Tottenham,Man City,0,1,0,12,15,3,5,19,14,4,6,2,3,1,0,4.5,4.23,1.78,4.38,4.07,1.73,0,0,
Man United,Leeds,1,0,1,24,8,7,2,7,11,6,5,1,3,0,0,1.48,5,6.69,1.46,4.71,6.32,2,2,
West Ham,Chelsea,2,1,1,10,12,2,4,9,11,5,6,1,1,0,0,3.43,3.37,2.3,3.35,3.23,2.25,2,2,
Arsenal,Brentford,2,0,0,23,9,7,2,9,9,7,4,0,2,0,0,1.47,4.77,7.5,1.44,4.6,7.3,2,2,
Crystal Palace,Brighton,2,0,0,6,17,1,7,10,11,1,6,4,1,0,0,3.9,3.56,2.06,3.76,3.44,2.03,2,2,
Fulham,Nott'm Forest,0,1,0,16,10,3,1,9,11,5,4,0,1,0,0,1.94,3.57,4.37,1.9,3.5,4.2,0,0,
Leicester,Tottenham,0,3,1,15,11,7,4,14,9,1,5,5,2,0,0,3.46,3.7,2.16,3.35,3.58,2.12,0,0,
Southampton,Wolves,0,1,0,17,11,2,2,12,14,5,2,2,2,0,1,3.16,3.2,2.55,2.96,3.14,2.53,1,1,
Bournemouth,Newcastle,2,1,1,11,15,5,7,8,10,4,6,2,3,0,0,6.53,4.08,1.6,6.42,3.96,1.55,2,2,
Leeds,Man United,2,0,0,16,11,6,5,10,13,7,3,2,1,0,0,3.98,3.87,1.94,3.79,3.78,1.9,1,1,
Man City,Aston Villa,0,3,0,17,6,9,2,13,14,8,4,1,2,0,0,1.26,6.66,13,1.24,6.44,11.8,0,0,
Liverpool,Everton,0,1,0,15,6,6,1,8,16,3,3,1,3,0,0,1.55,4.48,6.5,1.52,4.3,6.15,0,0,
Arsenal,Man City,2,1,1,10,9,1,6,11,15,1,3,2,3,0,0,2.95,3.6,2.46,2.89,3.42,2.39,1,1,
Aston Villa,Arsenal,0,2,1,7,20,5,5,13,4,2,9,2,1,0,0,4.54,3.8,1.85,4.42,3.6,1.76,1,1,
Brentford,Crystal Palace,2,0,0,12,10,5,4,10,8,2,6,2,2,0,0,1.87,3.62,4.84,1.84,3.47,4.48,2,2,
Brighton,Fulham,2,0,0,21,5,7,2,12,14,10,2,0,5,0,0,1.67,4.16,5.5,1.65,3.93,5.14,1,1,
Chelsea,Southampton,1,0,1,17,8,5,5,16,24,8,2,3,6,0,0,1.4,4.78,9.69,1.38,4.61,8.99,1,1,
Everton,Leeds,2,0,0,15,8,6,0,8,6,6,4,2,3,0,0,2.53,3.36,3.03,2.44,3.27,2.96,0,0,
Nott'm Forest,Man City,1,0,1,4,26,1,6,8,6,0,10,1,0,0,0,10.5,5.75,1.33,9.8,5.53,1.3,2,2,
Wolves,Bournemouth,2,0,0,15,5,4,1,12,10,12,2,3,3,0,0,1.69,3.86,6,1.66,3.7,5.55,1,1,
Newcastle,Liverpool,1,0,2,14,13,4,7,3,8,6,7,1,1,1,0,2.57,3.58,2.82,2.5,3.46,2.72,1,1,
Man United,Leicester,0,1,0,26,19,8,3,9,9,6,6,0,2,0,0,1.65,4.34,5.37,1.61,4.23,5.15,0,0,
Tottenham,West Ham,2,0,0,16,6,6,1,16,10,4,7,2,1,0,0,1.87,3.76,4.75,1.8,3.64,4.43,0,0,
Fulham,Wolves,1,0,1,10,8,5,2,12,17,4,3,2,0,0,0,2.59,3.26,3.04,2.51,3.16,2.95,2,2,
Everton,Aston Villa,2,0,0,15,9,5,5,12,12,5,1,2,1,0,0,2.59,3.25,3.05,2.5,3.17,2.96,1,1,
Leeds,Southampton,2,0,0,14,8,4,2,15,13,9,2,2,4,0,0,2.02,3.62,4,1.97,3.49,3.85,0,0,
Leicester,Arsenal,2,0,0,1,10,0,2,14,9,0,8,0,1,0,0,4.93,4.15,1.72,4.68,3.99,1.7,1,1,
West Ham,Nott'm Forest,2,0,0,18,8,5,3,8,5,12,3,0,0,0,0,1.81,3.63,5.16,1.76,3.56,4.93,0,0,
Bournemouth,Man City,1,0,3,13,20,2,5,10,9,4,6,2,2,0,0,11,5.75,1.3,10.36,5.62,1.28,1,1,
Crystal Palace,Liverpool,2,0,0,6,12,0,4,11,14,5,3,2,5,0,0,4.86,3.99,1.76,4.65,3.82,1.73,2,2,
Tottenham,Chelsea,2,0,0,8,10,3,2,10,10,4,4,2,3,0,0,2.59,3.36,2.96,2.51,3.26,2.88,0,0,
Arsenal,Everton,0,2,0,15,8,5,5,5,12,5,1,0,2,0,0,1.38,5.01,10,1.34,4.89,9.35,0,0,
Liverpool,Wolves,2,0,0,15,4,6,1,13,14,5,2,2,3,0,0,1.5,4.75,7,1.48,4.5,6.49,0,0,
Man City,Newcastle,0,1,0,11,5,3,2,8,13,8,4,2,4,0,0,1.52,4.6,7,1.46,4.48,6.79,0,0,
Arsenal,Bournemouth,1,0,1,31,4,9,4,6,8,17,1,0,2,0,0,1.22,7,15,1.21,6.6,13.62,0,0,
Aston Villa,Crystal Palace,0,1,0,8,3,1,0,14,17,2,4,2,3,0,1,2.1,3.37,3.99,2.06,3.25,3.8,0,0,
Brighton,West Ham,0,1,0,20,3,9,2,6,8,7,3,0,3,0,0,1.8,3.88,4.75,1.77,3.66,4.53,0,0,
Chelsea,Leeds,2,0,0,13,11,3,2,10,7,5,7,2,0,0,0,1.65,4.05,5.62,1.62,3.93,5.44,0,0,
Wolves,Tottenham,2,0,0,8,21,5,6,11,18,4,8,1,1,0,0,3.32,3.41,2.31,3.27,3.31,2.23,0,0,
Southampton,Leicester,0,1,0,11,11,5,0,12,11,3,4,4,2,0,0,2.85,3.3,2.67,2.73,3.23,2.6,0,0,
Nott'm Forest,Everton,1,1,2,10,10,4,3,11,17,3,3,3,5,0,0,2.7,3.11,2.98,2.65,3.01,2.88,2,2,
Liverpool,Man United,0,1,0,18,8,8,4,13,14,4,3,2,3,0,0,2.4,3.76,2.91,2.37,3.61,2.82,0,0,
Brentford,Fulham,2,1,1,14,9,6,5,12,17,2,3,0,3,0,0,2,3.76,3.82,1.98,3.58,3.67,0,0,
Bournemouth,Liverpool,0,1,0,5,15,2,6,7,9,3,8,2,1,0,0,7.5,5.07,1.44,7.01,4.8,1.42,0,0,
Everton,Brentford,0,1,0,13,12,6,4,11,12,5,8,2,1,0,0,2.75,3.25,2.82,2.68,3.16,2.74,0,0,
Leeds,Brighton,2,1,1,12,14,4,2,12,9,4,7,1,1,0,0,3.94,3.76,2,3.79,3.58,1.95,2,2,
Leicester,Chelsea,1,1,2,17,12,7,6,10,11,2,5,1,2,1,0,3.9,3.61,2.02,3.77,3.49,1.98,1,1,
Tottenham,Nott'm Forest,0,2,0,15,9,7,5,13,13,2,10,3,1,0,0,1.45,4.75,7.8,1.43,4.57,7.38,0,0,
Crystal Palace,Man City,2,0,0,4,14,0,4,11,17,2,6,2,2,0,0,9.5,5.25,1.37,9.07,4.99,1.34,1,1,
Fulham,Arsenal,1,0,3,12,15,2,7,10,9,4,8,0,1,0,0,6.02,4.23,1.6,5.76,4.06,1.58,1,1,
Man United,Southampton,2,0,0,10,17,4,4,12,9,7,8,2,0,0,0,1.36,5.33,10.01,1.34,5.06,9,2,2,
West Ham,Aston Villa,2,1,1,17,12,6,4,8,6,13,2,1,0,0,0,2.25,3.4,3.45,2.21,3.31,3.33,2,2,
Newcastle,Wolves,0,1,0,19,7,8,4,11,10,10,3,1,2,0,0,1.68,3.88,5.55,1.66,3.74,5.43,0,0,
Brighton,Crystal Palace,0,1,0,11,11,5,3,13,20,1,4,1,2,0,0,1.47,4.51,8,1.44,4.32,7.5,0,0,
Southampton,Brentford,1,0,1,7,11,1,5,14,10,3,3,1,2,0,0,3.05,3.36,2.5,2.92,3.26,2.47,1,1,
Nott'm Forest,Newcastle,2,1,1,5,15,3,4,17,9,3,7,5,1,0,0,5.81,3.87,1.68,5.55,3.78,1.65,1,1,
Aston Villa,Bournemouth,0,1,0,20,10,9,3,8,13,9,6,1,4,0,0,1.74,3.9,5.11,1.7,3.77,4.92,0,0,
Brentford,Leicester,0,1,0,11,14,2,1,10,11,8,4,1,2,1,0,1.95,3.79,3.94,1.93,3.62,3.83,2,2,
Southampton,Tottenham,1,0,1,19,17,7,3,13,8,10,3,1,1,0,0,4.75,3.78,1.82,4.59,3.6,1.79,2,2,
Wolves,Leeds,1,0,1,23,11,8,4,15,9,5,4,3,5,1,0,2.3,3.25,3.5,2.25,3.21,3.36,1,1,
Chelsea,Everton,2,0,0,20,12,7,3,8,12,8,2,2,2,0,0,1.5,4.2,8,1.48,4.12,7.58,2,2,
Arsenal,Crystal Palace,0,2,0,15,8,5,4,8,10,5,4,0,1,0,0,1.26,6.02,15,1.25,5.71,13.29,0,0,
Man City,Liverpool,2,1,1,17,4,8,1,9,12,7,1,1,1,0,0,1.66,4.3,5.26,1.62,4.14,5.15,0,0,
Arsenal,Leeds,0,1,0,13,7,6,5,11,13,4,3,0,2,0,0,1.3,6,11,1.28,5.79,10.32,0,0,
Bournemouth,Fulham,1,0,1,12,10,7,2,15,13,4,3,1,4,0,0,2.56,3.44,2.9,2.54,3.27,2.83,0,0,
Brighton,Brentford,2,2,2,33,7,15,5,16,10,14,0,2,1,0,0,1.67,4.18,5.25,1.65,3.98,5.11,2,2,
Crystal Palace,Leicester,2,0,0,31,3,9,2,12,16,10,1,3,4,0,0,2.56,3.28,3.02,2.52,3.23,2.9,0,0,
Nott'm Forest,Wolves,0,1,0,17,8,7,1,14,13,4,3,3,5,0,0,3.01,3.16,2.64,2.93,3.1,2.58,2,2,
Chelsea,Aston Villa,1,0,1,27,5,8,2,14,16,13,2,3,3,0,0,1.69,3.85,5.57,1.66,3.78,5.39,1,1,
West Ham,Southampton,0,1,0,12,9,2,3,10,11,5,3,0,2,0,0,1.77,3.89,5,1.74,3.63,4.95,0,0,
Newcastle,Man United,2,0,0,22,6,6,1,8,12,7,4,0,0,0,0,2.45,3.55,3.03,2.41,3.39,2.91,0,0,
Everton,Tottenham,2,0,0,15,8,6,2,10,14,3,3,0,3,1,1,3.5,3.45,2.24,3.42,3.3,2.18,2,2,
Bournemouth,Brighton,1,0,1,14,16,3,6,11,5,5,5,1,1,0,0,6.5,4.37,1.6,5.99,4.16,1.56,1,1,
Leeds,Nott'm Forest,0,2,1,21,13,6,1,11,13,11,4,1,4,0,0,1.75,3.97,5.25,1.72,3.75,5.02,0,0,
Leicester,Aston Villa,2,1,1,9,15,4,5,10,14,4,8,2,0,1,0,2.68,3.4,2.82,2.56,3.35,2.78,1,1,
Chelsea,Liverpool,2,0,0,12,7,3,4,6,17,3,5,1,4,0,0,2.35,3.51,3.4,2.24,3.41,3.23,2,2,
Man United,Brentford,0,1,0,18,6,3,1,8,13,12,3,3,2,0,0,1.67,4.23,5.25,1.64,4.07,5.07,0,0,
West Ham,Newcastle,1,1,2,7,15,2,8,11,12,7,6,2,1,0,0,3.63,3.5,2.15,3.51,3.36,2.13,1,1,
Man United,Everton,0,1,0,29,15,11,1,10,9,10,4,0,0,0,0,1.52,4.42,7,1.49,4.34,6.73,0,0,
Aston Villa,Nott'm Forest,2,0,0,8,6,3,2,7,17,1,8,3,4,0,0,1.64,4.2,5.8,1.61,4.03,5.55,0,0,
Brentford,Newcastle,0,1,0,12,10,6,4,10,15,6,5,0,0,0,0,3.7,3.58,2.13,3.56,3.41,2.08,1,1,
Fulham,West Ham,1,0,1,16,9,3,5,10,12,11,4,1,1,0,0,2.81,3.33,2.7,2.76,3.24,2.65,1,1,
Leicester,Bournemouth,1,0,1,14,19,4,7,10,13,6,6,0,3,0,0,1.91,3.76,4.2,1.86,3.69,4.11,1,1,
Tottenham,Brighton,2,1,1,9,17,3,4,15,15,3,7,3,1,0,0,2.58,3.68,2.72,2.54,3.51,2.7,0,0,
Wolves,Chelsea,0,1,0,9,13,4,1,14,10,8,8,2,5,0,0,4.28,3.58,2,4.13,3.41,1.94,0,0,
Southampton,Man City,1,0,1,4,13,1,8,6,10,0,10,0,2,0,0,13,6.46,1.27,12.11,6,1.25,1,1,
Leeds,Crystal Palace,2,1,1,11,16,7,8,11,8,2,4,3,1,0,0,2.15,3.48,3.67,2.11,3.36,3.6,1,1,
Liverpool,Arsenal,1,1,2,21,9,6,5,11,11,5,4,4,4,0,0,2.88,3.81,2.45,2.77,3.66,2.41,2,2,
Aston Villa,Newcastle,0,1,0,16,8,6,2,13,15,7,2,1,1,0,0,3.71,3.47,2.15,3.57,3.35,2.11,0,0,
Chelsea,Brighton,2,1,1,8,26,2,10,11,11,2,8,2,2,0,0,2.7,3.52,2.72,2.64,3.36,2.66,1,1,
Everton,Fulham,2,1,1,15,21,7,7,10,6,4,8,3,2,0,0,2.1,3.48,3.9,2.06,3.34,3.78,1,1,
Southampton,Crystal Palace,2,0,0,11,9,4,2,6,13,6,2,3,1,0,0,2.88,3.2,2.73,2.78,3.16,2.66,1,1,
Tottenham,Bournemouth,2,1,1,24,6,8,6,8,9,8,1,1,2,0,0,1.49,4.7,7,1.46,4.54,6.84,1,1,
Wolves,Brentford,0,1,0,11,10,9,3,12,8,5,2,1,1,0,0,2.57,3.26,3.01,2.48,3.16,2.99,0,0,
Man City,Leicester,0,3,0,12,10,4,4,8,8,6,2,1,1,0,0,1.17,8.82,19,1.15,8.22,17.23,0,0,
West Ham,Arsenal,1,1,2,16,11,3,5,11,8,7,2,1,2,0,0,6.14,4.29,1.57,5.91,4.15,1.56,2,2,
Nott'm Forest,Man United,1,0,1,6,22,0,8,9,9,4,9,2,2,0,0,5.5,4.01,1.71,5.1,3.93,1.66,1,1,
Leeds,Liverpool,1,0,2,13,13,3,7,6,12,4,2,0,1,0,0,4.5,4.42,1.74,4.34,4.14,1.73,1,1,
Arsenal,Southampton,1,1,2,25,8,6,6,10,14,7,2,1,5,0,0,1.22,7.62,17,1.2,7.06,14.39,2,2,
Fulham,Leeds,2,0,0,12,10,5,2,10,15,8,6,1,4,0,0,2.44,3.47,3.1,2.36,3.4,3.01,0,0,
Brentford,Aston Villa,2,0,0,6,14,5,2,12,8,8,4,3,2,0,0,2.55,3.51,2.88,2.5,3.32,2.84,2,2,
Crystal Palace,Everton,2,0,0,12,10,2,5,12,14,8,1,1,1,0,1,2.15,3.28,3.87,2.09,3.22,3.75,2,2,
Leicester,Wolves,2,1,1,15,16,8,3,17,16,1,7,1,3,0,0,2.46,3.31,3.14,2.42,3.26,3.02,0,0,
Liverpool,Nott'm Forest,2,0,0,18,11,6,5,9,12,9,3,0,1,0,0,1.2,7.75,18,1.17,7.45,16.25,0,0,
Bournemouth,West Ham,1,0,3,17,18,5,10,7,8,8,5,1,2,0,0,2.88,3.3,2.68,2.83,3.22,2.57,1,1,
Newcastle,Tottenham,0,5,0,25,11,8,3,7,13,9,3,0,3,0,0,1.85,3.94,4.33,1.83,3.74,4.17,0,0,
Wolves,Crystal Palace,0,1,0,9,14,3,4,13,14,6,11,5,4,0,0,2.56,3.2,3.13,2.48,3.13,3.06,0,0,
Aston Villa,Fulham,0,1,0,14,1,3,0,6,18,8,2,3,2,0,0,1.8,4,4.6,1.78,3.82,4.38,0,0,
Leeds,Leicester,0,1,0,13,15,3,3,14,15,3,6,4,2,0,0,2.39,3.59,3.02,2.33,3.51,2.97,2,2,
Nott'm Forest,Brighton,2,1,1,12,17,5,7,7,8,2,7,2,0,0,0,6.5,4.42,1.56,6.06,4.28,1.53,0,0,
Chelsea,Brentford,1,0,1,15,7,4,1,5,13,5,2,1,2,0,0,1.73,4,5.25,1.7,3.83,4.94,1,1,
West Ham,Liverpool,2,1,1,7,20,2,4,6,8,3,6,0,0,0,0,4.07,3.97,1.9,3.9,3.8,1.88,1,1,
Man City,Arsenal,0,2,0,14,8,9,2,13,13,1,3,3,1,0,0,1.57,4.52,5.8,1.55,4.41,5.59,0,0,
Everton,Newcastle,1,0,1,13,15,5,8,8,6,3,14,2,1,0,0,5.03,3.83,1.78,4.79,3.61,1.75,1,1,
Southampton,Bournemouth,2,0,0,11,16,2,2,9,11,6,4,0,3,0,0,2.34,3.49,3.2,2.27,3.37,3.17,1,1,
Tottenham,Man United,1,0,2,18,17,7,8,8,7,6,8,1,2,0,0,2.85,3.72,2.48,2.8,3.56,2.41,2,2,
Crystal Palace,West Ham,0,3,2,16,8,6,4,9,17,8,5,1,2,0,0,2.73,3.25,2.83,2.67,3.18,2.77,0,0,
Brentford,Nott'm Forest,1,0,1,14,5,8,3,6,13,6,0,1,2,0,0,1.68,3.92,5.54,1.65,3.84,5.42,0,0,
Brighton,Wolves,0,4,0,22,10,8,2,14,11,2,5,1,1,0,0,1.51,4.48,7,1.49,4.32,6.67,0,0,
Bournemouth,Leeds,0,2,1,12,15,7,6,12,14,2,6,1,0,0,0,2.65,3.57,2.7,2.58,3.45,2.69,0,0,
Fulham,Man City,1,1,2,4,12,1,9,9,10,2,5,1,3,0,0,12,6.48,1.26,11.83,6.13,1.25,1,1,
Man United,Aston Villa,0,1,0,14,7,6,1,16,7,1,4,2,0,0,0,1.81,4.03,4.6,1.76,3.87,4.4,0,0,
Newcastle,Southampton,1,0,1,22,4,5,3,7,10,11,2,1,4,0,0,1.33,5.71,10.5,1.32,5.33,9.85,0,0,
Liverpool,Tottenham,0,3,1,12,10,4,7,12,6,5,2,3,2,0,0,1.54,4.97,5.75,1.52,4.61,5.63,0,0,
Leicester,Everton,0,2,1,15,23,6,8,10,12,2,9,4,1,0,0,2.05,3.5,3.98,2.03,3.41,3.75,2,2,
Arsenal,Chelsea,0,3,0,16,7,10,4,10,10,7,2,0,2,0,0,1.6,4.32,6,1.59,4.14,5.71,0,0,
Liverpool,Fulham,0,1,0,15,9,3,3,10,8,7,5,0,0,0,0,1.27,6.5,12,1.25,6.09,10.92,0,0,
Man City,West Ham,2,0,0,16,6,7,2,8,8,6,3,0,1,0,0,1.21,7.27,15,1.2,7.09,13.76,0,0,
Brighton,Man United,2,0,0,22,16,6,5,10,14,8,6,4,4,0,0,2.05,3.84,3.75,2.01,3.73,3.47,0,0,
Bournemouth,Chelsea,2,1,1,10,11,4,5,9,11,7,7,1,3,0,0,3.46,3.55,2.2,3.36,3.42,2.15,1,1,
Man City,Leeds,0,2,0,18,4,6,2,3,16,10,1,0,3,0,0,1.2,8.6,17,1.17,8.14,15.04,0,0,
Tottenham,Crystal Palace,0,1,0,8,7,3,2,15,14,8,4,3,5,0,0,1.84,3.98,4.4,1.8,3.84,4.21,0,0,
Wolves,Aston Villa,0,1,0,6,16,2,3,20,9,5,6,3,3,0,0,3.06,3.31,2.51,2.94,3.22,2.49,0,0,
Liverpool,Brentford,0,1,0,15,5,5,1,19,10,7,3,4,2,0,0,1.49,5.09,6.5,1.46,4.83,6.15,0,0,
Newcastle,Arsenal,1,0,1,12,10,5,6,16,12,9,4,2,1,0,0,2.51,3.8,2.8,2.47,3.65,2.68,1,1,
West Ham,Man United,0,1,0,15,19,4,4,4,9,5,6,0,2,0,0,3.57,3.78,2.1,3.4,3.66,2.07,0,0,
Fulham,Leicester,0,3,0,17,18,7,9,13,15,2,7,0,3,0,0,2.71,3.61,2.62,2.65,3.47,2.58,0,0,
Brighton,Everton,1,0,3,23,10,5,5,11,13,15,1,1,5,0,0,1.38,5.5,9,1.35,5.27,8.52,1,1,
Nott'm Forest,Southampton,0,3,1,9,19,4,5,16,10,2,11,1,0,0,0,2.17,3.6,3.5,2.11,3.47,3.45,0,0,
Leeds,Newcastle,2,1,1,9,18,4,5,16,14,2,6,3,2,1,0,4.8,4.33,1.71,4.58,4.16,1.7,2,2,
Aston Villa,Tottenham,0,1,0,8,5,4,2,9,14,8,3,3,3,0,0,2.34,3.72,3.1,2.27,3.55,3,0,0,
Chelsea,Nott'm Forest,1,0,1,14,11,6,2,13,15,2,5,3,1,0,0,1.53,4.5,7,1.5,4.35,6.44,2,2,
Crystal Palace,Bournemouth,0,1,0,17,5,5,0,5,12,11,2,0,2,0,0,1.9,3.82,4.24,1.86,3.64,4.15,0,0,
Man United,Wolves,0,1,0,27,5,9,0,9,9,11,7,3,2,0,0,1.38,5.24,9,1.36,4.99,8.23,0,0,
Southampton,Fulham,2,0,0,5,9,1,4,17,12,1,8,2,0,0,0,2.88,3.56,2.54,2.81,3.36,2.49,1,1,
Brentford,West Ham,0,2,0,24,4,10,4,5,5,7,5,1,0,0,0,2.06,3.65,3.71,2.03,3.5,3.63,0,0,
Everton,Man City,1,0,2,7,9,3,4,12,4,8,6,1,0,0,0,9,5.45,1.37,8.91,5.01,1.35,1,1,
Arsenal,Brighton,2,0,0,14,12,2,6,13,17,5,2,1,2,0,0,1.78,4.36,4.33,1.75,4.09,4.22,1,1,
Leicester,Liverpool,1,0,2,4,16,4,5,11,17,4,4,2,1,0,0,5.25,4.74,1.61,5.12,4.45,1.58,1,1,
Newcastle,Brighton,0,2,0,22,8,9,2,17,16,6,1,2,4,0,0,2.06,3.95,3.65,1.99,3.75,3.52,0,0,
Tottenham,Brentford,0,1,0,22,11,8,4,11,9,8,2,1,1,0,0,1.85,3.99,4.2,1.83,3.78,4.11,1,1,
Bournemouth,Man United,1,0,1,10,20,4,5,6,7,3,6,1,0,0,0,6.5,4.84,1.53,6.15,4.63,1.49,1,1,
Fulham,Crystal Palace,2,1,1,11,11,4,5,13,12,7,4,3,0,0,0,2.49,3.45,3.03,2.42,3.37,2.94,2,2,
Liverpool,Aston Villa,1,0,1,10,6,5,3,16,13,9,4,3,5,0,0,1.5,5.07,6.5,1.47,4.79,6.2,2,2,
Wolves,Everton,0,1,0,13,19,5,4,18,10,1,7,5,1,0,0,2.81,3.4,2.67,2.74,3.31,2.6,2,2,
Nott'm Forest,Arsenal,0,1,0,6,11,2,3,11,12,3,6,3,2,0,0,5.5,4.47,1.7,5.21,4.34,1.59,0,0,
West Ham,Leeds,2,1,1,19,12,9,3,6,11,9,5,1,3,0,0,2.51,3.65,2.88,2.42,3.49,2.85,0,0,
Brighton,Southampton,0,2,0,26,5,8,1,8,9,4,3,2,5,0,0,1.23,7,13,1.22,6.67,12.24,0,0,
Man City,Chelsea,0,1,0,15,13,2,6,12,9,5,2,0,2,0,0,1.27,6.39,12,1.25,6.15,11.36,0,0,
Newcastle,Leicester,2,0,0,23,1,4,1,9,5,12,1,2,0,0,0,1.4,5.55,8.5,1.37,5.26,7.58,2,2,
Brighton,Man City,2,1,1,20,13,7,4,16,11,5,1,2,1,0,0,4.1,4.39,1.83,3.96,4.15,1.79,2,2,
Man United,Chelsea,0,2,0,18,14,9,5,12,6,3,4,1,1,0,0,1.7,4.49,5.25,1.63,4.17,5.08,0,0,
Arsenal,Wolves,0,3,0,14,6,8,0,8,11,8,4,0,0,0,0,1.43,5.51,8,1.36,5.1,7.69,0,0,
Aston Villa,Brighton,0,2,1,12,8,5,4,15,16,4,3,4,4,0,0,2.05,4.03,3.55,2,3.75,3.35,0,0,
Brentford,Man City,2,0,0,11,17,4,3,12,8,3,4,4,0,0,0,4.04,4.1,1.9,3.81,3.9,1.84,0,0,
Chelsea,Newcastle,2,1,1,22,13,5,4,9,11,10,3,0,0,0,0,2.9,3.74,2.45,2.84,3.52,2.34,2,2,
Crystal Palace,Nott'm Forest,1,0,1,16,7,4,4,9,13,5,4,0,2,0,0,1.7,4.28,5,1.67,4.01,4.68,2,2,
Everton,Bournemouth,2,0,0,13,7,6,2,11,12,9,3,1,3,0,0,1.5,4.63,7.25,1.45,4.46,6.72,0,0,
Leeds,Tottenham,1,0,1,19,11,2,7,7,5,12,3,3,0,0,0,2.81,3.93,2.45,2.71,3.74,2.33,1,1,
Leicester,West Ham,0,1,0,13,16,4,3,8,10,3,5,1,1,0,0,1.95,4.02,3.75,1.92,3.8,3.57,0,0,
Man United,Fulham,2,1,1,21,10,8,3,14,10,5,4,1,2,0,0,1.53,4.65,6,1.5,4.46,5.77,0,0,
Southampton,Liverpool,2,2,2,15,30,10,8,4,10,2,9,0,2,0,0,7,5.29,1.45,6.53,4.97,1.41,2,2,
Bayern Munich,Dortmund,0,1,0,12,16,9,7,14,20,4,4,1,2,0,0,1.57,4.05,6,1.53,3.72,5.45,0,0,
Hamburg,Bielefeld,1,0,1,26,10,19,5,29,22,11,2,3,2,0,0,1.44,4.4,7.5,1.4,3.98,7.1,2,2,
Leverkusen,Aachen,0,2,0,20,8,11,5,22,8,5,1,3,0,1,1,1.5,4,7.5,1.46,3.78,6.46,0,0,
Mainz,Bochum,0,1,0,11,19,5,9,17,15,1,8,2,3,0,0,2,3.3,3.9,1.94,3.2,3.59,0,0,
M'gladbach,Cottbus,2,0,0,13,11,8,7,11,24,3,5,0,4,0,1,1.61,3.6,5.5,1.59,3.52,5.18,0,0,
Schalke 04,Ein Frankfurt,0,1,0,24,8,13,5,17,19,7,5,1,2,0,0,1.5,4,7.5,1.46,3.83,6.34,2,2,
Stuttgart,Nurnberg,1,0,2,10,11,8,8,12,24,5,6,1,2,0,0,2,3.3,4,1.9,3.2,3.74,1,1,
Hannover,Werder Bremen,2,1,1,14,15,6,8,18,14,2,11,1,3,0,0,4,3.4,1.9,3.71,3.25,1.88,1,1,
Wolfsburg,Hertha,2,0,0,26,10,15,4,30,18,10,5,4,1,0,0,2.55,3.2,2.75,2.38,3.13,2.64,2,2,
Nurnberg,M'gladbach,0,1,0,11,11,7,6,19,20,2,5,2,3,0,0,1.9,3.4,4.3,1.86,3.23,3.85,0,0,
Aachen,Schalke 04,2,0,0,12,11,7,7,33,16,5,4,5,2,0,0,4.35,3.4,1.9,4.02,3.24,1.83,1,1,
Cottbus,Hamburg,1,0,1,17,15,10,12,17,17,8,8,1,2,0,1,3.9,3.3,2,3.72,3.23,1.89,2,2,
Dortmund,Mainz,2,0,0,17,6,10,4,18,30,7,3,2,1,0,0,1.61,3.9,5.6,1.57,3.55,5.22,2,2,
Ein Frankfurt,Wolfsburg,2,0,0,19,8,9,5,24,31,10,1,5,2,1,0,2,3.2,3.85,1.95,3.18,3.58,2,2,
